_step,actor/train/kl,actor/train/pg_clipfrac
381,0.3194137513637543,0.01428571529686451
382,0.32138893008232117,0.01785714365541935
383,0.2950347661972046,0.022584691643714905
384,0.29514095187187195,0.01756587252020836
385,0.1349528729915619,0
386,0.1327473223209381,0
387,0.34979239106178284,0.051756009459495544
388,0.3504776954650879,0.04528650641441345
389,0.11802702397108078,0.0033333334140479565
390,0.11718594282865524,0.006666666828095913
391,0.3518390357494354,0.007235890254378319
392,0.3507077693939209,0.011577424593269825
393,0.2865104079246521,0.04989339038729668
394,0.2864326238632202,0.04733475670218468
395,0.3904404044151306,0.007984031923115253
396,0.3906383812427521,0.005988024175167084
397,0.2605086863040924,0
398,0.2590380907058716,0
399,0.3711892366409302,0.03698435425758362
400,0.3710540235042572,0.03840683028101921
401,0.21346470713615417,0.006360424216836691
402,0.2128545492887497,0.008480565622448921
403,0.2091541737318039,0.008077545091509819
404,0.20683793723583221,0.006462035700678825
405,0.31042638421058655,0.0051020411774516106
406,0.31023263931274414,0.015306123532354832
407,0.3948063850402832,0.030215829610824585
408,0.396035760641098,0.02158273570239544
409,0.5560367107391357,0
410,0.5535643696784973,0
411,0.34372979402542114,0.017269736155867577
412,0.34302547574043274,0.022203948348760605
413,0.35915684700012207,0.03647587075829506
414,0.35835030674934387,0.03703703731298447
415,0.35989680886268616,0.011450381949543953
416,0.35941290855407715,0.011450381949543953
417,0.608375608921051,0
418,0.6047367453575134,0
419,0.4455474019050598,0.03917727619409561
420,0.4474219083786011,0.04211557283997536
421,0.7085033059120178,0.00859598908573389
422,0.7110586166381836,0.014326647855341434
423,0.5390533804893494,0
424,0.5308206677436829,0
425,0.4222351908683777,0.03733876720070839
426,0.42208394408226013,0.02987101301550865
427,0.5477180480957031,0
428,0.5441433787345886,0
429,0.6401335000991821,0.06214689463376999
430,0.6392219662666321,0.056497178971767426
431,0.37286362051963806,0.014446227811276913
432,0.37156835198402405,0.008025682531297207
433,0.3019312024116516,0.026923079043626785
434,0.29941418766975403,0.030769232660531998
435,0.7804689407348633,0.05451127886772156
436,0.7806882262229919,0.04511278122663498
437,0.7926180958747864,0.04714285954833031
438,0.7881211042404175,0.0414285734295845
439,0.5770042538642883,0.022727273404598236
440,0.5782662630081177,0.015909092500805855
441,0.4103061854839325,0.03515944629907608
442,0.40975165367126465,0.039247751235961914
443,0.5827583074569702,0
444,0.5812177062034607,0
445,0.5766565203666687,0.034700315445661545
446,0.5753779411315918,0.041009463369846344
447,0.3202055096626282,0.03711235523223877
448,0.31965014338493347,0.03660396859049797
449,0.5575290322303772,0.058584216982126236
450,0.5566317439079285,0.05288853123784065
451,0.8269115686416626,0.06164383888244629
452,0.8248697519302368,0.05650685355067253
453,0.5901845097541809,0.04288499429821968
454,0.5906397104263306,0.04093567654490471
455,0.6424348950386047,0.050574712455272675
456,0.6424081325531006,0.05287356302142143
457,0.5391775369644165,0.10900140553712845
458,0.534972608089447,0.09915611892938614
459,0.5055246353149414,0.04972805082798004
460,0.5052932500839233,0.04273504391312599
461,0.5170320868492126,0.06924198567867279
462,0.5157999992370605,0.05685131251811981
463,0.6301410794258118,0.06714876741170883
464,0.6278234720230103,0.06611570715904236
465,0.5349109768867493,0.06417112797498703
466,0.5330325961112976,0.055767763406038284
467,0.5732828378677368,0.11227701604366302
468,0.5730893611907959,0.09758656471967697
469,0.8459180593490601,0.09569377452135086
470,0.8432327508926392,0.07775119692087173
471,0.7337068915367126,0.13020135462284088
472,0.731477677822113,0.10872483998537064
473,0.8109979033470154,0.1071428507566452
474,0.8065516352653503,0.1031745970249176
475,0.6568105816841125,0.14032870531082153
476,0.6557343006134033,0.13400758802890778
477,0.6857231855392456,0.16133004426956177
478,0.6821909546852112,0.14532019197940826
479,0.7022532224655151,0.1090458482503891
480,0.6999852061271667,0.09975217282772064
481,0.7215985059738159,0.03529411926865578
482,0.7189949154853821,0.03850267454981804
483,1.0081430673599243,0.05086848512291908
484,1.0041632652282715,0.0459057055413723
485,0.644341766834259,0.07502680271863937
486,0.6426724791526794,0.06645230948925018
487,0.8413165211677551,0.1497175097465515
488,0.8380855321884155,0.12429378926753998
489,0.8399967551231384,0.15444770455360413
490,0.8361607193946838,0.12707722187042236
491,1.105284333229065,0.14232558012008667
492,1.1061574220657349,0.1302325576543808
493,1.2584556341171265,0.1525612473487854
494,1.2509342432022095,0.14587973058223724
495,0.8692650198936462,0.10018903017044067
496,0.8643930554389954,0.08443603664636612
497,0.8449730277061462,0.24039939045906067
498,0.839217483997345,0.21658986806869507
499,1.173166036605835,0.048370134085416794
500,1.1690876483917236,0.034700311720371246
501,0.5894924402236938,0.0610119067132473
502,0.5855581760406494,0.0510912723839283
503,1.1378395557403564,0.0625
504,1.1306841373443604,0.0598958358168602
505,1.3036102056503296,0.24254214763641357
506,1.3014804124832153,0.2386510968208313
507,1.3857537508010864,0.10925307124853134
508,1.3839640617370605,0.09253066033124924
509,1.2567415237426758,0.18484848737716675
510,1.2538567781448364,0.16161617636680603
511,1.3838204145431519,0.2633802890777588
512,1.3801766633987427,0.25070422887802124
513,1.2072217464447021,0.3256302773952484
514,1.199934482574463,0.2899159789085388
515,1.567521333694458,0.09105432033538818
516,1.5605655908584595,0.08785942941904068
517,1.5371397733688354,0.14935064315795898
518,1.5313270092010498,0.1428571343421936
519,1.9637483358383179,0.1311754733324051
520,1.9594334363937378,0.11754685640335083
521,0.9251728057861328,0.08714409172534943
522,0.9190908074378967,0.08800690621137619
523,1.3937934637069702,0.1217862069606781
524,1.3870303630828857,0.10554803907871246
525,1.0264654159545898,0.014642549678683281
526,1.022523283958435,0.013781223446130753
527,2.0164103507995605,0.12000000476837158
528,2.0090157985687256,0.12166666984558105
529,1.5218729972839355,0.3586776852607727
530,1.5117366313934326,0.35206612944602966
531,1.9032790660858154,0.3044280409812927
532,1.8965915441513062,0.2915129065513611
533,1.5608606338500977,0.36438924074172974
534,1.5570248365402222,0.31469979882240295
535,0.70765620470047,0.2571912109851837
536,0.700161337852478,0.23745065927505493
537,2.0618722438812256,0.21280276775360107
538,2.051384449005127,0.1833910048007965
539,2.291254758834839,0.12690354883670807
540,2.2832257747650146,0.10913705080747604
541,0.3812817633152008,0.019295301288366318
542,0.3746691942214966,0.01845637522637844
543,0.9626786112785339,0.09118852764368057
544,0.9491583108901978,0.0901639387011528
545,0.9800785779953003,0.12554113566875458
546,0.9694682955741882,0.11688312143087387
547,2.147681951522827,0.3913043439388275
548,2.1348347663879395,0.36231884360313416
549,0.8034326434135437,0.1009523868560791
550,0.7958322763442993,0.10476191341876984
551,1.78130042552948,0.47843945026397705
552,1.774468183517456,0.4517453908920288
553,0.6466017961502075,0.357700914144516
554,0.6345839500427246,0.3409598469734192
555,3.0296154022216797,0.4509202241897583
556,3.0115394592285156,0.37730059027671814
557,1.1790419816970825,0.6245551705360413
558,1.1711058616638184,0.602313220500946
559,0.390453577041626,0.4088965058326721
560,0.3859318196773529,0.3913601338863373
561,0.44624289870262146,0.052800003439188004
562,0.43747183680534363,0.04840000346302986
563,0.6341490745544434,0.26486486196517944
564,0.625072181224823,0.26006007194519043
565,1.8616106510162354,0.5360281467437744
566,1.8573325872421265,0.5448154807090759
567,0.47980883717536926,0.23514539003372192
568,0.47067683935165405,0.22060683369636536
569,0.4473143219947815,0.016780609264969826
570,0.43746402859687805,0.019266625866293907
571,0.36057329177856445,0.2841796875
572,0.35023176670074463,0.2633463740348816
573,0.3540027141571045,0.04141291230916977
574,0.3440069258213043,0.04303694888949394
575,0.2521469295024872,0.3190104365348816
576,0.23762118816375732,0.2880859375
577,0.45522627234458923,0.379415363073349
578,0.4405919909477234,0.33495739102363586
579,0.3834336996078491,0.0266914963722229
580,0.3716115653514862,0.024829300120472908
581,0.205266073346138,0.2197754830121994
582,0.19087563455104828,0.19775475561618805
583,0.1716851145029068,0.24402515590190887
584,0.15575101971626282,0.23186582326889038
585,0.14570114016532898,0.3505859375
586,0.12958911061286926,0.2994791865348816
587,0.2181933969259262,0.24320828914642334
588,0.2042195051908493,0.2181975096464157
589,0.4510582685470581,0.3371189534664154
590,0.4361917972564697,0.3060370683670044
591,0.2623596489429474,0.2974359095096588
592,0.24090871214866638,0.2649572789669037
593,0.13183201849460602,0.23979777097702026
594,0.11059606075286865,0.21921272575855255
595,0.1509665697813034,0.28444257378578186
596,0.1314644068479538,0.2679101228713989
597,0.0589418038725853,0.2350260466337204
598,0.03583991527557373,0.21875
599,0.13758111000061035,0.2975882887840271
600,0.11360017955303192,0.2652885615825653
601,0.039372336119413376,0.2294921875
602,0.017708899453282356,0.2073567807674408
603,0.1466069519519806,0.2643478512763977
604,0.12123551964759827,0.24800001084804535
605,0.13438290357589722,0.4208984375
606,0.11089559644460678,0.392578125
607,0.30986344814300537,0.5396127104759216
608,0.2835351526737213,0.5079225301742554
609,0.10276637971401215,0.4775390625
610,0.07990072667598724,0.4436849057674408
611,0.09728416800498962,0.26101142168045044
612,0.06654327362775803,0.2149265855550766
613,-0.2008097916841507,0.29867082834243774
614,-0.234461709856987,0.2892885208129883
615,-0.08451187610626221,0
616,-0.1137421578168869,0
617,-0.17221155762672424,0.2451171875
618,-0.19778302311897278,0.2373046875
619,-0.08887410163879395,0.26040956377983093
620,-0.11992675811052322,0.2593856751918793
621,-0.18062439560890198,0.32438191771507263
622,-0.21298150718212128,0.31628304719924927
623,-0.21645718812942505,0
624,-0.2487623542547226,0
625,-0.10692086070775986,0
626,-0.14103171229362488,0
627,-0.07626576721668243,0.3059433698654175
628,-0.12136901915073395,0.29756680130958557
629,-0.023069841787219048,0
630,-0.061394594609737396,0
631,-0.15181678533554077,0
632,-0.1987188160419464,0
633,-0.2334655076265335,0
634,-0.2802623212337494,0
635,-0.14394280314445496,0
636,-0.19395706057548523,0
637,-0.27765026688575745,0
638,-0.3184332549571991,0
639,0.16898195445537567,0
640,0.1302669793367386,0
641,-0.5057293176651001,0
642,-0.5604979991912842,0
643,0.4984426200389862,0
644,0.443721204996109,0
645,-0.06423953920602798,0
646,-0.11438163369894028,0
647,0.43635615706443787,0.4444444477558136
648,0.38472768664360046,0.421875
649,-0.07312050461769104,0.05515088886022568
650,-0.11970864236354828,0.05515088886022568
651,-0.1087062805891037,0
652,-0.15374048054218292,0
653,0.6541612148284912,0
654,0.6072776317596436,0
655,-0.05829281732439995,0
656,-0.10467935353517532,0
657,0.5848870277404785,0
658,0.5369097590446472,0
659,2.5033483505249023,0.2706611752510071
660,2.439056158065796,0.2541322410106659
661,0.29411032795906067,0
662,0.2295827567577362,0
663,-0.07673707604408264,0
664,-0.12455195188522339,0
665,-0.28666168451309204,0.25
666,-0.3722529411315918,0.2457682341337204
667,0.635627031326294,0
668,0.5769200325012207,0
669,4.088813781738281,0
670,4.0339579582214355,0
671,1.753771424293518,0
672,1.719769835472107,0
673,1.0877004861831665,0
674,1.0229042768478394,0
675,1.171484112739563,0
676,1.1313077211380005,0
677,0.92844158411026,0
678,0.868584394454956,0
679,0.5984106063842773,0
680,0.5627691745758057,0
681,1.2159700393676758,0
682,1.166937232017517,0
683,0.6100329160690308,0
684,0.5222563147544861,0
685,0.7769696116447449,0
686,0.7214446067810059,0
687,0.3180745542049408,0
688,0.26633167266845703,0
689,1.219333291053772,0
690,1.1636755466461182,0
691,1.1216908693313599,0
692,1.0482832193374634,0
693,2.4986732006073,0
694,2.420931339263916,0
695,-0.02294737473130226,0
696,-0.05143783241510391,0
697,1.1682391166687012,0
698,1.1002013683319092,0
699,1.3968896865844727,0
700,1.3483624458312988,0
701,1.5835565328598022,0
702,1.5520870685577393,0
703,1.7412588596343994,0
704,1.686403751373291,0
705,2.1667110919952393,0
706,2.1135754585266113,0
707,2.28558611869812,0
708,2.246973991394043,0
709,1.9093217849731445,0
710,1.8386911153793335,0
711,1.515324354171753,0
712,1.447176456451416,0
713,0.8727321624755859,0
714,0.8086546659469604,0
715,-0.11492551118135452,0
716,-0.13829907774925232,0
717,0.01813729852437973,0
718,-0.06388638913631439,0
719,0.15807153284549713,0
720,0.011076959781348705,0
721,1.4848748445510864,0
722,1.3858835697174072,0
723,2.172438621520996,0
724,2.1051647663116455,0
725,2.6212825775146484,0
726,2.619162082672119,0
727,2.1325650215148926,0
728,2.112332820892334,0
729,1.7113070487976074,0
730,1.6733654737472534,0
731,1.9833276271820068,0
732,1.9434651136398315,0
733,2.0588183403015137,0
734,2.021423578262329,0
735,2.0904653072357178,0
736,2.0352535247802734,0
737,1.9340733289718628,0
738,1.9136544466018677,0
739,1.530092716217041,0
740,1.4989956617355347,0
741,1.4982342720031738,0
742,1.4657840728759766,0
743,0.9411429166793823,0
744,0.8962668180465698,0
745,1.234853744506836,0
746,1.2053747177124023,0
747,0.7808637022972107,0
748,0.767056941986084,0
749,1.2925763130187988,0
750,1.2658405303955078,0
751,1.7197654247283936,0
752,1.6955785751342773,0
753,1.9870991706848145,0
754,1.941296935081482,0
755,2.131767749786377,0
756,2.097482442855835,0
757,2.1344265937805176,0
758,2.087151288986206,0
759,1.8180711269378662,0
760,1.8051241636276245,0
761,1.151350736618042,0
762,1.1279739141464233,0
763,1.7000383138656616,0
764,1.6670030355453491,0
765,1.458553671836853,0
766,1.40975022315979,0
767,0.9682791233062744,0
768,0.8943512439727783,0
769,1.6253056526184082,0
770,1.6255675554275513,0
771,1.4048800468444824,0
772,1.331343412399292,0
773,1.520967721939087,0
774,1.4995932579040527,0
775,1.3946197032928467,0
776,1.3651798963546753,0
777,1.013331651687622,0
778,0.9619826078414917,0
779,1.9565914869308472,0
780,1.9275636672973633,0
781,1.699394702911377,0
782,1.6744097471237183,0
783,2.440808057785034,0
784,2.4267401695251465,0
785,2.5099501609802246,0
786,2.4715616703033447,0
787,1.2902312278747559,0
788,1.2511651515960693,0
789,1.6044397354125977,0
790,1.5782499313354492,0
791,0.8313313722610474,0
